pitching.Season,players,hatvalues.reg.34.,cooks.distance.reg.34.,dffits.reg.34.,abs(dffits),X.Intercept.,Age_x,IP_per_G_3_seasons_prev,Pitches_3_seasons_prev,G_x_3_seasons_prev,FBv_3_seasons_prev
2000,JAMEY WRIGHT,0.004082736,2.41E-05,-0.034893175,0.034893175,-0.00558514,-0.001368334,-0.013912764,0.012333253,-0.010424845,0.01794225
2000,BARTOLO COLON,0.004032338,2.23E-05,-0.033539377,0.033539377,-0.00193609,-0.004783878,-0.014629926,0.013243096,-0.01083941,0.016088736
2000,JASON BOYD,0.001132905,1.52E-06,-0.008826776,0.008826776,-0.005452007,-0.000319723,0.004490499,-0.003781397,0.003389601,0.008485898
2000,JIMMY ANDERSON,0.0030945,1.54E-05,-0.02787512,0.02787512,-0.009230845,0.001279622,-0.006306055,0.005586024,-0.005373275,0.018065725
2000,ERIC GAGNE,0.002360797,9.22E-06,-0.021630429,0.021630429,-0.008975811,0.000719052,-0.00188432,0.001635428,-0.000837691,0.016066989
2000,PHIL NORTON,0.00141887,2.81E-06,-0.011968847,0.011968847,-0.007138348,3.84E-05,0.003714033,-0.003343396,0.00451724,0.010855755
2000,JONATHAN JOHNSON,0.00118675,1.63E-06,-0.009117729,0.009117729,-0.00615844,0.000197486,0.004812343,-0.004181804,0.004213269,0.008758485
2000,BILLY KOCH,0.002774438,1.05E-05,-0.02306812,0.02306812,-0.012262163,0.004079159,0.002843876,-0.001858674,-0.004213013,0.01788031
2000,FRANCISCO CORDERO,0.002135064,6.50E-06,-0.018178093,0.018178093,-0.010632327,0.002635105,0.003993677,-0.003086263,-0.000681445,0.015454108
2000,JOHN PARRISH,0.001930681,5.70E-06,-0.017026872,0.017026872,-0.010639978,0.002301617,0.003090892,-0.002928666,0.003632352,0.01464333
2000,JOHN RIEDLING,0.00118998,1.36E-06,-0.008328684,0.008328684,-0.006135801,0.000654993,0.00525501,-0.004600398,0.004429614,0.007957075
2000,SCOTT WILLIAMSON,0.002320673,1.84E-02,0.278481666,0.278481666,0.160199085,-0.046906558,-0.037518289,0.028687523,0.018868122,-0.230074063
2000,KELLY WUNSCH,0.003290067,1.36E-05,-0.02623216,0.02623216,-0.010450391,0.002701508,0.000562538,0.000542623,-0.008194459,0.018124682
2000,PAXTON CRAWFORD,0.001782856,4.65E-06,-0.015380194,0.015380194,-0.010188054,0.002117649,0.004043661,-0.00373857,0.004298982,0.013673754
2000,GRANT ROBERTS,0.001347895,1.70E-06,-0.009318791,0.009318791,-0.007273333,0.001360491,0.005810626,-0.005176572,0.005125158,0.008768232
2000,JASON MARQUIS,0.00162283,2.68E-06,-0.011701227,0.011701227,-0.009584853,0.002713347,0.006812793,-0.006066384,0.00522296,0.010982298
2000,LESLI BREA,0.000987532,9.07E-07,-0.006811325,0.006811325,-0.004460481,-0.000284382,0.004245384,-0.003695672,0.004011348,0.006462401
2000,PETE MUNRO,0.00121081,1.83E-06,-0.009674563,0.009674563,-0.006148672,-9.65E-05,0.004384199,-0.003835864,0.004324545,0.009171433
2000,MATT CLEMENT,0.004669206,3.08E-05,-0.039344129,0.039344129,-0.005818903,-0.000468018,-0.016775935,0.015003188,-0.014626045,0.019063737
2000,LUTHER HACKMAN,0.001071752,1.14E-06,-0.007646456,0.007646456,-0.005091953,-0.000124169,0.004452444,-0.003915601,0.004418301,0.007232425
2000,FELIX RODRIGUEZ,0.002889889,1.11E-05,-0.02373025,0.02373025,-0.009722257,0.001935107,0.000869446,0.000126436,-0.006316797,0.017139637
2000,RYAN KOHLMEIER,0.001456648,2.29E-06,-0.010803085,0.010803085,-0.00833444,0.001793672,0.006184858,-0.005396714,0.004400155,0.010305321
2000,BRAD PENNY,0.00311621,1.57E-05,-0.028153806,0.028153806,-0.013064688,0.004623214,-0.003775108,0.003110083,-0.003598219,0.019583488
2000,GUILLERMO MOTA,0.001192241,1.64E-06,-0.009156641,0.009156641,-0.006078275,0.000168365,0.004906848,-0.004175352,0.003630258,0.008827161
2000,UGUETH URBINA,0.001012784,9.55E-07,-0.00699125,0.00699125,-0.004697855,-0.000125437,0.004453227,-0.003856488,0.003920044,0.006678156
2000,J.C. ROMERO,0.001854195,5.56E-06,-0.01681203,0.01681203,-0.008329543,0.000282626,0.001194289,-0.001115376,0.002299767,0.013886407
2000,VALERIO DE LOS SANTOS,0.00220196,2.00E-02,0.275998236,0.275998236,0.130128446,-0.015675049,-0.03951699,0.025182083,0.035585417,-0.221929471
2000,JOHN WASDIN,0.001437959,3.07E-06,-0.012503225,0.012503225,-0.006558824,-0.000444631,0.003448936,-0.002743327,0.001850044,0.01137017
2000,NELSON CRUZ,0.001131371,1.58E-06,-0.008977271,0.008977271,-0.005401234,-0.000466814,0.004309775,-0.003632225,0.003425433,0.008609231
2000,CARL PAVANO,0.003368586,1.73E-05,-0.029571162,0.029571162,-0.007444804,-0.000368517,-0.009058149,0.007803288,-0.005020821,0.01736564
2000,BILL PULSIPHER,0.001095874,1.42E-06,-0.008527391,0.008527391,-0.004965758,-0.000751164,0.003884833,-0.003397551,0.004294421,0.00797912
2000,CALVIN MADURO,0.001151284,1.42E-06,-0.008510458,0.008510458,-0.005882727,0.000239564,0.004898275,-0.004257371,0.004215682,0.008182121
2000,BRIAN COOPER,0.002483103,9.85E-06,-0.022353456,0.022353456,-0.006658338,-0.001366323,-0.004147824,0.003632073,-0.001372078,0.015185996
2000,JEFF ZIMMERMAN,0.002126201,6.32E-06,-0.017922782,0.017922782,-0.008644802,0.000987747,0.002924916,-0.001956212,-0.001924969,0.01461676
2000,DOUG DAVIS,0.001885581,5.69E-06,-0.01701207,0.01701207,-0.009815549,0.001720662,0.002755074,-0.002311738,0.001295776,0.014743472
2000,MARK REDMAN,0.002507993,1.02E-05,-0.02273535,0.02273535,-0.006634466,-0.001200969,-0.004009253,0.003804743,-0.003610763,0.01563871
2000,JOSE SILVA,0.002288749,8.21E-06,-0.020422174,0.020422174,-0.008880298,0.000946707,0.000387023,0.000145352,-0.002976866,0.015897251
2000,BRETT TOMKO,0.001459371,3.32E-06,-0.013003833,0.013003833,-0.006169335,-0.000967233,0.002565064,-0.002005008,0.0017837,0.011532592
2000,CHAN HO PARK,0.005402515,3.64E-05,-0.042821342,0.042821342,0.000279712,-0.005680078,-0.022383449,0.020177153,-0.017671443,0.016858773
2000,RUBEN QUEVEDO,0.002510789,9.88E-06,-0.022381328,0.022381328,-0.014309086,0.005410586,0.002236515,-0.002193952,0.001021274,0.018221178
2000,OCTAVIO DOTEL,0.002140056,7.17E-06,-0.019083415,0.019083415,-0.008806875,0.000902337,0.001240974,-0.000639413,-0.001991067,0.015345403
2000,JAVIER VAZQUEZ,0.006574951,5.72E-05,-0.053519217,0.053519217,-0.008843692,0.004640894,-0.025965569,0.022737363,-0.023314944,0.022274262
2000,HECTOR MERCADO,0.001014795,9.77E-07,-0.007069959,0.007069959,-0.004715759,-0.000163279,0.004429769,-0.003838586,0.003953812,0.006754341
2000,BARRY ZITO,0.003978168,2.39E-05,-0.034727239,0.034727239,-0.011365267,0.003597487,-0.010491962,0.008766137,-0.006647187,0.020035555
2000,BRETT HINCHLIFFE,0.000965123,6.79E-07,-0.005897208,0.005897208,-0.004159556,7.43E-05,0.004236877,-0.003712395,0.003860931,0.005484713
2000,C.J. NITKOWSKI,0.002550783,9.27E-06,-0.021697225,0.021697225,-0.008838525,0.001059281,0.000677144,0.000150581,-0.004793114,0.016221077
2000,JOSE SANTIAGO,0.001731943,4.26E-06,-0.014735888,0.014735888,-0.009249676,0.001658649,0.004651837,-0.003813922,0.001591571,0.013359435
2000,FRANK RODRIGUEZ,0.001137621,1.67E-06,-0.009241033,0.009241033,-0.005324879,-0.000686187,0.004026835,-0.003397362,0.003463224,0.00879956
2000,BLAKE STEIN,0.002959565,1.31E-05,-0.025798201,0.025798201,-0.004433092,-0.003237023,-0.007989772,0.007100456,-0.003999934,0.015158337
2000,MIKE VENAFRO,0.002983879,1.15E-05,-0.02415582,0.02415582,-0.011536061,0.003538521,0.002279237,-0.001169249,-0.005789258,0.017894971
2000,KEVIN BEIRNE,0.00126482,2.09E-06,-0.010323934,0.010323934,-0.006490077,6.18E-05,0.004581388,-0.003873101,0.00337821,0.009863353
2000,TOMO OHKA,0.002181029,7.78E-06,-0.01987688,0.01987688,-0.008371268,0.000144937,-0.00110586,0.000883621,0.000695379,0.015082567
2000,FELIX HEREDIA,0.003033103,1.19E-05,-0.024596704,0.024596704,-0.012984706,0.004790925,0.003011655,-0.001910473,-0.005275116,0.018574402
2000,CLIFF POLITTE,0.00168979,4.55E-06,-0.015226902,0.015226902,-0.005833979,-0.001733129,0.000393225,-0.000293499,0.002056463,0.012233011
2000,VICENTE PADILLA,0.002705443,9.52E-06,-0.021990503,0.021990503,-0.0155395,0.00683184,0.006038533,-0.0050453,-0.000529951,0.018419947
2000,BRONSON ARROYO,0.001804793,5.03E-06,-0.016001156,0.016001156,-0.01014043,0.002046341,0.003631556,-0.003225423,0.002875047,0.014225887
2000,CHRIS CARPENTER,0.003301226,1.70E-05,-0.029344078,0.029344078,-0.007779819,0.000193557,-0.008082155,0.007352199,-0.007689378,0.017940432
2000,JOE NATHAN,0.001963217,6.38E-06,-0.018009263,0.018009263,-0.00759512,-0.000397148,-0.000184739,0.000226979,0.000637878,0.014243178
2000,TRAVIS MILLER,0.002209808,6.76E-06,-0.018533615,0.018533615,-0.008831334,0.001138158,0.002820859,-0.001830558,-0.002365073,0.014921311
2000,MATT KINNEY,0.00209856,7.07E-06,-0.018956349,0.018956349,-0.009456766,0.001096083,0.00044098,-0.000581879,0.002138497,0.015048762
2000,JOSE LIMA,0.003867704,2.10E-05,-0.032528216,0.032528216,-0.002603463,-0.004222232,-0.013432335,0.012238836,-0.010585212,0.016265065
2000,JUSTIN SPEIER,0.001638562,3.83E-06,-0.013978101,0.013978101,-0.008186603,0.000835723,0.004246105,-0.003407053,0.001405646,0.012646003
2000,ROBERTO HERNANDEZ,0.001516384,2.69E-06,-0.011711083,0.011711083,-0.001344837,-0.004450001,0.000817592,-3.04E-05,-0.000770922,0.008508848
2000,ANTONIO OSUNA,0.001493742,3.18E-06,-0.012736047,0.012736047,-0.006967902,-4.33E-05,0.003909951,-0.003099964,0.001593122,0.011586929
2000,JACK CRESSEND,0.001084131,1.11E-06,-0.007527877,0.007527877,-0.005278415,0.000177718,0.004770205,-0.00415946,0.004194141,0.007188984
2000,JEFF SUPPAN,0.005182822,3.66E-05,-0.042918896,0.042918896,-0.005170362,-0.000539074,-0.019771534,0.017659144,-0.017286707,0.019380643
2000,TODD ERDOS,0.001366926,2.52E-06,-0.011334738,0.011334738,-0.007060088,0.000321139,0.004630257,-0.003863475,0.002886372,0.010714152
2000,BYUNG-HYUN KIM,0.003465224,1.50E-05,-0.027538567,0.027538567,-0.019307126,0.010286739,0.005938983,-0.004927974,-0.003132289,0.021580688
2000,SEAN DEPAULA,0.001029383,1.04E-06,-0.007281984,0.007281984,-0.00483987,-0.000164709,0.004466893,-0.003867031,0.003969621,0.006971488
2000,GENE STECHSCHULTE,0.001100349,1.31E-06,-0.008177559,0.008177559,-0.005418104,-6.17E-05,0.004668601,-0.004013472,0.003893507,0.007881423
2000,DANNY GRAVES,0.002531296,9.04E-06,-0.021421014,0.021421014,-0.01034116,0.00236961,0.002082569,-0.001173457,-0.003830982,0.016655166
2000,DAN SERAFINI,0.001639021,4.30E-06,-0.014797161,0.014797161,-0.006008799,-0.001515293,0.000843337,-0.000670826,0.002136093,0.012156528
2000,MIKE JUDD,0.001291885,2.26E-06,-0.010736416,0.010736416,-0.006045558,-0.000604448,0.003544663,-0.00315031,0.004422843,0.00977572
2000,JESUS SANCHEZ,0.003814324,2.18E-05,-0.033168711,0.033168711,-0.006807932,-0.000345391,-0.01166091,0.010466541,-0.010087091,0.018305768
2000,STEVE WOODARD,0.00241865,9.57E-06,-0.022026755,0.022026755,-0.009349232,0.001255441,-0.001119081,0.001289658,-0.003052346,0.016633068
2000,JASON SCHMIDT,0.001992647,6.11E-06,-0.017625494,0.017625494,-0.004146081,-0.003430168,-0.002399322,0.002201236,0.000605918,0.012381912
2000,SHAWN ESTES,0.004153437,2.34E-05,-0.034366389,0.034366389,-0.001698253,-0.004922268,-0.015355031,0.013883817,-0.011380099,0.016145038
2000,DEREK LOWE,0.002835052,1.09E-05,-0.023483467,0.023483467,-0.009514481,0.001732136,0.000664869,0.000280224,-0.006152468,0.017012004
2000,MATT BLANK,0.001183424,1.32E-06,-0.008210179,0.008210179,-0.00606409,0.000652191,0.005247229,-0.004593039,0.004412507,0.007836685
2000,AARON MYETTE,0.001266743,1.28E-06,-0.008077102,0.008077102,-0.006359613,0.001140363,0.005567117,-0.004947115,0.00487017,0.00751799
2000,ARMANDO ALMANZA,0.002079196,5.83E-06,-0.017228988,0.017228988,-0.008743268,0.001157507,0.00361827,-0.002574994,-0.001408196,0.014277188
2000,KRIS BENSON,0.006045134,2.22E-02,0.404807431,0.404807431,0.027183858,0.012524997,0.210095261,-0.186408697,0.172403935,-0.160502592
2000,MATT MANTEI,0.001535178,3.14E-06,-0.012656146,0.012656146,-0.007889369,0.000859897,0.004899462,-0.004011629,0.002114136,0.01172047
2000,RANDY WOLF,0.005994152,4.90E-05,-0.0495525,0.0495525,-0.009381158,0.004391203,-0.022652713,0.019822274,-0.020298662,0.022008558
2000,CARLOS ALMANZAR,0.002158367,6.53E-06,-0.018221914,0.018221914,-0.009761276,0.00192476,0.003533089,-0.002567738,-0.001456188,0.015146339
2000,TOM DAVEY,0.001002098,9.28E-07,-0.00689049,0.00689049,-0.004606059,-0.000165234,0.004389481,-0.003807005,0.003937265,0.00656887
2000,DAVE LEE,0.000882703,6.26E-07,-0.005661653,0.005661653,-0.003630618,-0.000398112,0.003846564,-0.003330697,0.003561373,0.005315481
2000,PAUL WILSON,0.001471496,3.33E-06,-0.013034434,0.013034434,-0.004862248,-0.002233489,0.001145563,-0.00091356,0.002643573,0.010796441
2000,GERALDO GUZMAN,0.001516014,3.58E-06,-0.013513713,0.013513713,-0.004938078,-0.002249388,0.000906527,-0.000687639,0.002350246,0.011095563
2000,STEVE SPARKS,0.00102261,9.01E-07,-0.006789038,0.006789038,-0.004703165,2.41E-05,0.00446637,-0.0039155,0.004168936,0.006403664
2000,RAMON ORTIZ,0.002743876,1.12E-05,-0.023790986,0.023790986,-0.003289861,-0.004287739,-0.007144531,0.006452362,-0.003320388,0.014095455
2000,TERRY ADAMS,0.002281409,7.35E-06,-0.019324931,0.019324931,-0.008771807,0.001034866,0.002157738,-0.001230259,-0.002966307,0.015266067
2000,BUDDY CARLYLE,0.001260176,1.21E-06,-0.007858886,0.007858886,-0.00623173,0.001159562,0.005564015,-0.004933728,0.004755832,0.007296877
2000,SCOTT WINCHESTER,0.000911485,7.43E-07,-0.006167769,0.006167769,-0.003825914,-0.000554829,0.003875606,-0.003358297,0.003751174,0.005813829
2000,SCOTT MULLEN,0.001064289,1.01E-06,-0.007176646,0.007176646,-0.005080815,0.00019886,0.004734447,-0.004127826,0.004121332,0.006829756
2000,MATT GINTER,0.001343403,1.60E-06,-0.009056268,0.009056268,-0.00716279,0.001416437,0.005896285,-0.00523409,0.005002973,0.008516782
2000,BOB HOWRY,0.00231796,7.47E-06,-0.019484011,0.019484011,-0.010121368,0.0022105,0.003187265,-0.0022055,-0.002363042,0.015784897
2000,LUKE PROKOPEC,0.001751431,4.43E-06,-0.015013911,0.015013911,-0.009948865,0.001955766,0.004101476,-0.003797644,0.004508362,0.013372744
2000,GIL MECHE,0.003260948,1.68E-05,-0.029158368,0.029158368,-0.014215132,0.005587123,-0.003844026,0.002934278,-0.002503251,0.020051092
2000,ERIK HILJUS,0.000874322,6.18E-07,-0.005624182,0.005624182,-0.003545513,-0.000471977,0.003756791,-0.003261241,0.003607219,0.005258991
2000,SCOTT ELARTON,0.005143466,3.69E-05,-0.043057984,0.043057984,-0.007134922,0.001205542,-0.019078488,0.016807661,-0.016044001,0.020112609
2000,JOSE JIMENEZ,0.002733198,1.00E-05,-0.022570013,0.022570013,-0.010962269,0.002971178,0.002371345,-0.001341588,-0.004642858,0.017206601
2000,ROCKY BIDDLE,0.001954411,6.04E-06,-0.017518481,0.017518481,-0.007664339,-0.000408476,9.24E-05,-0.000232382,0.002508257,0.013716713
2000,GLENDON RUSCH,0.004431099,2.80E-05,-0.037568202,0.037568202,-0.005736244,-0.00082741,-0.015639496,0.013943344,-0.012954831,0.018638623
2000,WILL OHMAN,0.001264224,1.19E-06,-0.00780229,0.00780229,-0.006219143,0.001198052,0.005596984,-0.004955124,0.004693402,0.007237371
2000,WILL CUNNANE,0.001201349,1.75E-06,-0.009456291,0.009456291,-0.006132898,6.09E-05,0.004744189,-0.004037009,0.003624475,0.009101064
2000,BRADEN LOOPER,0.003034958,1.21E-05,-0.024765969,0.024765969,-0.012909408,0.004723642,0.002707973,-0.001648742,-0.00544125,0.018634913
2000,KEVIN WALKER,0.003408925,1.48E-05,-0.027380325,0.027380325,-0.016563203,0.007987165,0.004021694,-0.002955942,-0.005369747,0.020708577
2000,T.J. TUCKER,0.001684143,3.53E-06,-0.013410234,0.013410234,-0.010065542,0.002467312,0.005649101,-0.005171215,0.005485247,0.012307723
2000,LORENZO BARCELO,0.001631651,3.14E-06,-0.012656229,0.012656229,-0.009878219,0.002617485,0.006385819,-0.005633942,0.004555488,0.011942981
2000,WAYNE GOMES,0.002152999,6.50E-06,-0.018187322,0.018187322,-0.008656962,0.000980697,0.002756446,-0.00179972,-0.002119656,0.014742531
2000,TIM BYRDAK,0.000971653,7.81E-07,-0.0063222,0.0063222,-0.004323451,-6.84E-05,0.004331439,-0.003755888,0.003775462,0.005986517
2000,JAKE WESTBROOK,0.00136666,1.84E-06,-0.009686103,0.009686103,-0.007485588,0.001372914,0.00577859,-0.005160464,0.005206343,0.009118637
2000,JUAN ALVAREZ,0.000965497,7.66E-07,-0.006261518,0.006261518,-0.004273142,-8.42E-05,0.004296179,-0.003727802,0.003774663,0.005922025
2000,LUIS VIZCAINO,0.00112384,1.31E-06,-0.008179991,0.008179991,-0.005641361,0.000162588,0.004808255,-0.004189988,0.004261371,0.007844065
2000,JARET WRIGHT,0.002236975,8.06E-06,-0.02023012,0.02023012,-0.007969164,-0.00025185,-0.001701335,0.001358216,0.000840718,0.014933184
2000,MATT MORRIS,0.001404422,2.62E-06,-0.01156852,0.01156852,-0.007674351,0.000801858,0.00496154,-0.004218628,0.003332274,0.010990289
2000,BRIAN POWELL,0.001223814,2.06E-06,-0.010254899,0.010254899,-0.005601867,-0.000857715,0.003500791,-0.003032125,0.00393449,0.009471562
2000,JEFF WEAVER,0.005827789,4.67E-05,-0.048374117,0.048374117,-0.009394096,0.004174581,-0.021795892,0.019051366,-0.019284776,0.0218347
2000,PAUL RIGDON,0.002249957,8.36E-06,-0.02059252,0.02059252,-0.008725262,0.000475823,-0.001331813,0.001121472,-6.65E-06,0.015560806
2000,AARON FULTZ,0.00198786,5.59E-06,-0.016872278,0.016872278,-0.009313298,0.001587189,0.003815508,-0.002881973,-0.000512809,0.01441525
2000,TIM DREW,0.001615742,3.02E-06,-0.01241078,0.01241078,-0.009603137,0.002354309,0.006021068,-0.005462431,0.005554439,0.011524357
2000,VLADIMIR NUNEZ,0.001595195,4.05E-06,-0.01435473,0.01435473,-0.007381474,-0.000224286,0.002309001,-0.001981049,0.002644225,0.012518447
2000,JOSE PANIAGUA,0.002618919,9.44E-06,-0.021890173,0.021890173,-0.010643483,0.002662226,0.002285567,-0.001312097,-0.004160192,0.016891003
2000,PASQUAL COCO,0.001620338,3.53E-06,-0.013420397,0.013420397,-0.00920392,0.001607491,0.004661204,-0.004280567,0.005085828,0.012185144
2000,ADAM EATON,0.004214884,2.70E-05,-0.036856221,0.036856221,-0.012423467,0.004966063,-0.011269375,0.009569883,-0.009157342,0.021113103
2000,GABE MOLINA,0.001096172,1.17E-06,-0.007740864,0.007740864,-0.005392761,0.000163349,0.004779924,-0.004168233,0.004229804,0.007403783
2000,STEVE KLINE,0.003514812,1.56E-05,-0.028064559,0.028064559,-0.010394312,0.002750051,-0.000691145,0.001706026,-0.009734064,0.018687847
2000,KYLE FARNSWORTH,0.001970329,5.55E-06,-0.016811164,0.016811164,-0.010913601,0.002900314,0.004764909,-0.003931576,0.001036016,0.014910207
2000,MIKE MATTHEWS,0.0009981,8.73E-07,-0.006685682,0.006685682,-0.004557697,-6.20E-05,0.004444821,-0.003847952,0.003835929,0.006366475
2000,MARK MULDER,0.004159025,2.65E-05,-0.03655553,0.03655553,-0.013283582,0.005786866,-0.010219278,0.008749563,-0.009616779,0.021558474
2000,MAC SUZUKI,0.004121529,2.49E-05,-0.03540167,0.03540167,-0.006355648,-0.000507873,-0.013606844,0.012177102,-0.011615077,0.018543792
2000,SCOTT DOWNS,0.002341433,1.70E-02,0.276551344,0.276551344,0.114564969,-0.008084331,0.023605439,-0.020337573,0.008357038,-0.205682258
2000,JASON GRILLI,0.002377527,8.82E-06,-0.021155654,0.021155654,-0.008764579,0.00035382,-0.00179204,0.001265338,0.001680153,0.015317873
2000,OSWALDO MAIRENA,0.000923332,6.74E-07,-0.005873086,0.005873086,-0.00391048,-0.000226713,0.004016109,-0.003505003,0.003788946,0.005493467
2000,SIDNEY PONSON,0.007404448,6.96E-05,-0.058940658,0.058940658,-0.007526136,0.004435764,-0.030963688,0.027071368,-0.026980998,0.022231761
